disease_id,drug_id,recommendation_type,source
dis_05785,drug_000030,otc,drugs_com.condition
dis_05785,drug_000031,general,drugs_com.condition
dis_05785,drug_000270,otc,drugs_com.condition
dis_05785,drug_000415,otc,drugs_com.condition
dis_05785,drug_001249,otc,drugs_com.condition
dis_05785,drug_001250,otc,drugs_com.condition
dis_05785,drug_001379,otc,drugs_com.condition
dis_05785,drug_001414,otc,drugs_com.condition
dis_05785,drug_001415,otc,drugs_com.condition
dis_05785,drug_001416,otc,drugs_com.condition
dis_05785,drug_001831,otc,drugs_com.condition
dis_05785,drug_002063,general,drugs_com.condition
dis_05785,drug_002747,otc,drugs_com.condition
dis_06158,drug_000002,general,drugs_com.condition
dis_06158,drug_000029,otc,drugs_com.condition
dis_06158,drug_000089,general,drugs_com.condition
dis_06158,drug_000103,general,drugs_com.condition
dis_06158,drug_000117,general,drugs_com.condition
dis_06158,drug_000123,general,drugs_com.condition
dis_06158,drug_000130,general,drugs_com.condition
dis_06158,drug_000155,general,drugs_com.condition
dis_06158,drug_000169,general,drugs_com.condition
dis_06158,drug_000170,general,drugs_com.condition
dis_06158,drug_000275,general,drugs_com.condition
dis_06158,drug_000276,general,drugs_com.condition
dis_06158,drug_000322,otc,drugs_com.condition
dis_06158,drug_000330,otc,drugs_com.condition
dis_06158,drug_000394,general,drugs_com.condition
dis_06158,drug_000502,general,drugs_com.condition
dis_06158,drug_000519,general,drugs_com.condition
dis_06158,drug_000612,general,drugs_com.condition
dis_06158,drug_000616,general,drugs_com.condition
dis_06158,drug_000620,general,drugs_com.condition
dis_06158,drug_000621,general,drugs_com.condition
dis_06158,drug_000622,general,drugs_com.condition
dis_06158,drug_000639,general,drugs_com.condition
dis_06158,drug_000640,general,drugs_com.condition
dis_06158,drug_000720,general,drugs_com.condition
dis_06158,drug_000721,otc,drugs_com.condition
dis_06158,drug_000726,general,drugs_com.condition
dis_06158,drug_000865,general,drugs_com.condition
dis_06158,drug_000993,general,drugs_com.condition
dis_06158,drug_001121,general,drugs_com.condition
dis_06158,drug_001238,general,drugs_com.condition
dis_06158,drug_001257,general,drugs_com.condition
dis_06158,drug_001304,general,drugs_com.condition
dis_06158,drug_001384,general,drugs_com.condition
dis_06158,drug_001395,general,drugs_com.condition
dis_06158,drug_001417,general,drugs_com.condition
dis_06158,drug_001441,general,drugs_com.condition
dis_06158,drug_001512,general,drugs_com.condition
dis_06158,drug_001513,general,drugs_com.condition
dis_06158,drug_001628,general,drugs_com.condition
dis_06158,drug_001687,general,drugs_com.condition
dis_06158,drug_001780,general,drugs_com.condition
dis_06158,drug_001782,general,drugs_com.condition
dis_06158,drug_001806,general,drugs_com.condition
dis_06158,drug_001827,general,drugs_com.condition
dis_06158,drug_001864,general,drugs_com.condition
dis_06158,drug_001866,general,drugs_com.condition
dis_06158,drug_001890,otc,drugs_com.condition
dis_06158,drug_001908,general,drugs_com.condition
dis_06158,drug_001909,general,drugs_com.condition
dis_06158,drug_001910,general,drugs_com.condition
dis_06158,drug_001986,general,drugs_com.condition
dis_06158,drug_002022,general,drugs_com.condition
dis_06158,drug_002038,general,drugs_com.condition
dis_06158,drug_002039,otc,drugs_com.condition
dis_06158,drug_002207,general,drugs_com.condition
dis_06158,drug_002213,general,drugs_com.condition
dis_06158,drug_002259,general,drugs_com.condition
dis_06158,drug_002346,general,drugs_com.condition
dis_06158,drug_002367,general,drugs_com.condition
dis_06158,drug_002371,general,drugs_com.condition
dis_06158,drug_002410,general,drugs_com.condition
dis_06158,drug_002650,otc,drugs_com.condition
dis_06158,drug_002799,otc,drugs_com.condition
dis_06158,drug_002891,general,drugs_com.condition
dis_06158,drug_002892,general,drugs_com.condition
dis_06158,drug_002893,general,drugs_com.condition
dis_06187,drug_000575,general,drugs_com.condition
dis_06187,drug_000576,general,drugs_com.condition
dis_06187,drug_000581,general,drugs_com.condition
dis_06187,drug_000582,otc,drugs_com.condition
dis_06187,drug_000589,general,drugs_com.condition
dis_06187,drug_000590,general,drugs_com.condition
dis_06187,drug_000591,general,drugs_com.condition
dis_06187,drug_000592,otc,drugs_com.condition
dis_06187,drug_000593,otc,drugs_com.condition
dis_06187,drug_000596,otc,drugs_com.condition
dis_06187,drug_000597,otc,drugs_com.condition
dis_06187,drug_000740,otc,drugs_com.condition
dis_06187,drug_002031,otc,drugs_com.condition
dis_06187,drug_002032,otc,drugs_com.condition
dis_06187,drug_002033,otc,drugs_com.condition
dis_06187,drug_002058,otc,drugs_com.condition
dis_06187,drug_002155,otc,drugs_com.condition
dis_06187,drug_002712,otc,drugs_com.condition
dis_06224,drug_000001,general,drugs_com.condition
dis_06224,drug_000011,general,drugs_com.condition
dis_06224,drug_000028,general,drugs_com.condition
dis_06224,drug_000056,otc,drugs_com.condition
dis_06224,drug_000082,general,drugs_com.condition
dis_06224,drug_000087,general,drugs_com.condition
dis_06224,drug_000088,general,drugs_com.condition
dis_06224,drug_000092,general,drugs_com.condition
dis_06224,drug_000119,general,drugs_com.condition
dis_06224,drug_000122,general,drugs_com.condition
dis_06224,drug_000124,general,drugs_com.condition
dis_06224,drug_000165,otc,drugs_com.condition
dis_06224,drug_000197,otc,drugs_com.condition
dis_06224,drug_000212,general,drugs_com.condition
dis_06224,drug_000236,general,drugs_com.condition
dis_06224,drug_000269,otc,drugs_com.condition
dis_06224,drug_000271,general,drugs_com.condition
dis_06224,drug_000277,general,drugs_com.condition
dis_06224,drug_000279,otc,drugs_com.condition
dis_06224,drug_000280,otc,drugs_com.condition
dis_06224,drug_000296,general,drugs_com.condition
dis_06224,drug_000311,otc,drugs_com.condition
dis_06224,drug_000324,general,drugs_com.condition
dis_06224,drug_000331,general,drugs_com.condition
dis_06224,drug_000332,general,drugs_com.condition
dis_06224,drug_000337,otc,drugs_com.condition
dis_06224,drug_000348,general,drugs_com.condition
dis_06224,drug_000352,general,drugs_com.condition
dis_06224,drug_000372,general,drugs_com.condition
dis_06224,drug_000414,otc,drugs_com.condition
dis_06224,drug_000416,otc,drugs_com.condition
dis_06224,drug_000430,otc,drugs_com.condition
dis_06224,drug_000431,otc,drugs_com.condition
dis_06224,drug_000433,otc,drugs_com.condition
dis_06224,drug_000434,otc,drugs_com.condition
dis_06224,drug_000450,general,drugs_com.condition
dis_06224,drug_000451,general,drugs_com.condition
dis_06224,drug_000452,general,drugs_com.condition
dis_06224,drug_000453,general,drugs_com.condition
dis_06224,drug_000471,general,drugs_com.condition
dis_06224,drug_000472,general,drugs_com.condition
dis_06224,drug_000501,otc,drugs_com.condition
dis_06224,drug_000503,general,drugs_com.condition
dis_06224,drug_000515,general,drugs_com.condition
dis_06224,drug_000516,general,drugs_com.condition
dis_06224,drug_000595,general,drugs_com.condition
dis_06224,drug_000611,general,drugs_com.condition
dis_06224,drug_000614,otc,drugs_com.condition
dis_06224,drug_000615,otc,drugs_com.condition
dis_06224,drug_000674,general,drugs_com.condition
dis_06224,drug_000679,general,drugs_com.condition
dis_06224,drug_000683,general,drugs_com.condition
dis_06224,drug_000685,general,drugs_com.condition
dis_06224,drug_000686,general,drugs_com.condition
dis_06224,drug_000689,general,drugs_com.condition
dis_06224,drug_000727,general,drugs_com.condition
dis_06224,drug_000840,general,drugs_com.condition
dis_06224,drug_000841,otc,drugs_com.condition
dis_06224,drug_000921,otc,drugs_com.condition
dis_06224,drug_000923,general,drugs_com.condition
dis_06224,drug_000935,general,drugs_com.condition
dis_06224,drug_000943,general,drugs_com.condition
dis_06224,drug_001027,otc,drugs_com.condition
dis_06224,drug_001039,general,drugs_com.condition
dis_06224,drug_001040,general,drugs_com.condition
dis_06224,drug_001048,general,drugs_com.condition
dis_06224,drug_001107,general,drugs_com.condition
dis_06224,drug_001142,general,drugs_com.condition
dis_06224,drug_001258,otc,drugs_com.condition
dis_06224,drug_001273,general,drugs_com.condition
dis_06224,drug_001290,general,drugs_com.condition
dis_06224,drug_001312,general,drugs_com.condition
dis_06224,drug_001373,otc,drugs_com.condition
dis_06224,drug_001381,general,drugs_com.condition
dis_06224,drug_001382,general,drugs_com.condition
dis_06224,drug_001411,general,drugs_com.condition
dis_06224,drug_001516,general,drugs_com.condition
dis_06224,drug_001517,general,drugs_com.condition
dis_06224,drug_001518,general,drugs_com.condition
dis_06224,drug_001519,general,drugs_com.condition
dis_06224,drug_001541,general,drugs_com.condition
dis_06224,drug_001593,otc,drugs_com.condition
dis_06224,drug_001606,general,drugs_com.condition
dis_06224,drug_001613,general,drugs_com.condition
dis_06224,drug_001648,general,drugs_com.condition
dis_06224,drug_001652,general,drugs_com.condition
dis_06224,drug_001682,general,drugs_com.condition
dis_06224,drug_001683,otc,drugs_com.condition
dis_06224,drug_001685,general,drugs_com.condition
dis_06224,drug_001703,otc,drugs_com.condition
dis_06224,drug_001704,otc,drugs_com.condition
dis_06224,drug_001741,general,drugs_com.condition
dis_06224,drug_001745,general,drugs_com.condition
dis_06224,drug_001752,general,drugs_com.condition
dis_06224,drug_001753,general,drugs_com.condition
dis_06224,drug_001754,general,drugs_com.condition
dis_06224,drug_001758,general,drugs_com.condition
dis_06224,drug_001766,otc,drugs_com.condition
dis_06224,drug_001768,otc,drugs_com.condition
dis_06224,drug_001770,general,drugs_com.condition
dis_06224,drug_001774,otc,drugs_com.condition
dis_06224,drug_001775,otc,drugs_com.condition
dis_06224,drug_001781,general,drugs_com.condition
dis_06224,drug_001835,general,drugs_com.condition
dis_06224,drug_001865,general,drugs_com.condition
dis_06224,drug_001867,general,drugs_com.condition
dis_06224,drug_001873,general,drugs_com.condition
dis_06224,drug_001934,otc,drugs_com.condition
dis_06224,drug_001965,general,drugs_com.condition
dis_06224,drug_001987,general,drugs_com.condition
dis_06224,drug_001996,general,drugs_com.condition
dis_06224,drug_002060,otc,drugs_com.condition
dis_06224,drug_002061,otc,drugs_com.condition
dis_06224,drug_002072,general,drugs_com.condition
dis_06224,drug_002092,otc,drugs_com.condition
dis_06224,drug_002118,general,drugs_com.condition
dis_06224,drug_002160,general,drugs_com.condition
dis_06224,drug_002161,general,drugs_com.condition
dis_06224,drug_002164,general,drugs_com.condition
dis_06224,drug_002166,general,drugs_com.condition
dis_06224,drug_002236,otc,drugs_com.condition
dis_06224,drug_002251,otc,drugs_com.condition
dis_06224,drug_002254,otc,drugs_com.condition
dis_06224,drug_002264,otc,drugs_com.condition
dis_06224,drug_002345,general,drugs_com.condition
dis_06224,drug_002354,general,drugs_com.condition
dis_06224,drug_002395,general,drugs_com.condition
dis_06224,drug_002414,general,drugs_com.condition
dis_06224,drug_002418,otc,drugs_com.condition
dis_06224,drug_002422,general,drugs_com.condition
dis_06224,drug_002423,otc,drugs_com.condition
dis_06224,drug_002448,general,drugs_com.condition
dis_06224,drug_002508,general,drugs_com.condition
dis_06224,drug_002532,general,drugs_com.condition
dis_06224,drug_002553,general,drugs_com.condition
dis_06224,drug_002555,general,drugs_com.condition
dis_06224,drug_002567,otc,drugs_com.condition
dis_06224,drug_002568,otc,drugs_com.condition
dis_06224,drug_002589,otc,drugs_com.condition
dis_06224,drug_002590,general,drugs_com.condition
dis_06224,drug_002607,otc,drugs_com.condition
dis_06224,drug_002611,general,drugs_com.condition
dis_06224,drug_002652,otc,drugs_com.condition
dis_06224,drug_002669,general,drugs_com.condition
dis_06224,drug_002671,general,drugs_com.condition
dis_06224,drug_002672,general,drugs_com.condition
dis_06224,drug_002674,general,drugs_com.condition
dis_06224,drug_002690,general,drugs_com.condition
dis_06224,drug_002698,otc,drugs_com.condition
dis_06224,drug_002795,general,drugs_com.condition
dis_06224,drug_002834,general,drugs_com.condition
dis_06589,drug_000420,general,drugs_com.condition
dis_06589,drug_000487,general,drugs_com.condition
dis_06589,drug_000799,general,drugs_com.condition
dis_06589,drug_000800,otc,drugs_com.condition
dis_06589,drug_000801,otc,drugs_com.condition
dis_06589,drug_000878,general,drugs_com.condition
dis_06589,drug_000982,general,drugs_com.condition
dis_06589,drug_001038,general,drugs_com.condition
dis_06589,drug_001148,general,drugs_com.condition
dis_06589,drug_001220,general,drugs_com.condition
dis_06589,drug_001356,general,drugs_com.condition
dis_06589,drug_001577,general,drugs_com.condition
dis_06589,drug_001771,general,drugs_com.condition
dis_06589,drug_001819,general,drugs_com.condition
dis_06589,drug_001931,general,drugs_com.condition
dis_06589,drug_001932,general,drugs_com.condition
dis_06589,drug_002046,general,drugs_com.condition
dis_06589,drug_002215,general,drugs_com.condition
dis_06589,drug_002374,general,drugs_com.condition
dis_06589,drug_002518,general,drugs_com.condition
dis_06589,drug_002556,general,drugs_com.condition
dis_06708,drug_000602,otc,drugs_com.condition
dis_06801,drug_000237,general,drugs_com.condition
dis_06801,drug_002199,general,drugs_com.condition
dis_06801,drug_002218,general,drugs_com.condition
dis_06801,drug_002793,general,drugs_com.condition
dis_07626,drug_001461,otc,drugs_com.condition
dis_07626,drug_001462,otc,drugs_com.condition
dis_07626,drug_001463,otc,drugs_com.condition
dis_07626,drug_001464,otc,drugs_com.condition
dis_07626,drug_001465,otc,drugs_com.condition
dis_07626,drug_001466,otc,drugs_com.condition
dis_07626,drug_001559,otc,drugs_com.condition
dis_07626,drug_001560,otc,drugs_com.condition
dis_07626,drug_001563,general,drugs_com.condition
dis_07626,drug_001972,otc,drugs_com.condition
dis_07626,drug_001973,otc,drugs_com.condition
dis_07626,drug_001974,otc,drugs_com.condition
dis_07626,drug_002262,otc,drugs_com.condition
dis_07628,drug_000723,otc,drugs_com.condition
dis_07628,drug_000872,otc,drugs_com.condition
dis_07628,drug_000874,otc,drugs_com.condition
dis_07660,drug_001444,general,drugs_com.condition
dis_07660,drug_001801,general,drugs_com.condition
dis_07759,drug_000192,otc,drugs_com.condition
dis_07759,drug_002028,general,drugs_com.condition
