drug_id,drug_name,condition,reason,source
drug_001328,Fluoxetine Olanzapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001330,Flurazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001331,Flurbiprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001332,Flutabs,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001336,Fluvastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001336,Fluvastatin,pregnancy,Pregnancy category X,drugs_com
drug_001337,Fluvoxamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001340,Forfivo Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001341,Formoterol Glycopyrrolate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001343,Fortabs,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001349,Fosinopril,pregnancy,Pregnancy category D,drugs_com
drug_001350,Fosinopril Hydrochlorothiazide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001350,Fosinopril Hydrochlorothiazide,pregnancy,Pregnancy category D,drugs_com
drug_001362,Furosemide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001364,Fycompa,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001365,Gabapentin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001366,Gabitril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001368,Ganaxolone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001369,Garamycin,pregnancy,Pregnancy category D,drugs_com
drug_001374,Gelnique,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001379,Genace,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001380,Genacote,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001381,Genapap,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001382,Genebs,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001384,Genpril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001385,Gentamicin,pregnancy,Pregnancy category D,drugs_com
drug_001387,Geodon,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001389,Gianvi,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001389,Gianvi,pregnancy,Pregnancy category X,drugs_com
drug_001390,Glimepiride,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001391,Glimepiride Pioglitazone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001392,Glipizide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001393,Glipizide Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001394,Glipizide Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001396,Glucotrol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001397,Glucotrol Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001398,Glucovance,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001399,Glumetza,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001400,Glyburide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001401,Glyburide Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001404,Glycron,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001406,Glynase,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001407,Glynase Prestab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001408,Glyset,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001409,Glyxambi,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001410,Gnp Cold Relief Plus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001413,Gonitro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001414,Goody S Extra Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001415,Goody S Extra Strength Headache Powders,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001416,Goody S Headache Powders,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001419,Guaifen Dac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001423,Guanabenz,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001424,Guanfacine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001432,Halcion,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001432,Halcion,pregnancy,Pregnancy category X,drugs_com
drug_001433,Halfprin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001438,Headache Relief Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001445,Histafed,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001446,Histex Ac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001447,Histex Ct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001448,Histex Dm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001449,Histex Ie,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001450,Histex Pd,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001451,Histex Pe,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001454,Humalog,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001455,Humalog Kwikpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001456,Humalog Mix 50 50,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001457,Humalog Mix 50 50 Kwikpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001458,Humalog Mix 75 25,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001459,Humalog Mix 75 25 Kwikpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001461,Humulin 50 50,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001462,Humulin 70 30,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001463,Humulin 70 30 Pen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001464,Humulin N,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001465,Humulin N Pen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001466,Humulin R,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001467,Humulin R U 500 Concentrated,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001468,Humulin R U 500 Kwikpen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001471,Hycamtin,pregnancy,Pregnancy category D,drugs_com
drug_001475,Hydrochlorothiazide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001476,Hydrochlorothiazide Irbesartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001476,Hydrochlorothiazide Irbesartan,pregnancy,Pregnancy category D,drugs_com
drug_001477,Hydrochlorothiazide Lisinopril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001477,Hydrochlorothiazide Lisinopril,pregnancy,Pregnancy category D,drugs_com
drug_001478,Hydrochlorothiazide Losartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001478,Hydrochlorothiazide Losartan,pregnancy,Pregnancy category D,drugs_com
drug_001479,Hydrochlorothiazide Methyldopa,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001480,Hydrochlorothiazide Metoprolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001481,Hydrochlorothiazide Moexipril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001481,Hydrochlorothiazide Moexipril,pregnancy,Pregnancy category D,drugs_com
drug_001482,Hydrochlorothiazide Olmesartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001482,Hydrochlorothiazide Olmesartan,pregnancy,Pregnancy category D,drugs_com
drug_001483,Hydrochlorothiazide Quinapril,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001483,Hydrochlorothiazide Quinapril,pregnancy,Pregnancy category D,drugs_com
drug_001484,Hydrochlorothiazide Spironolactone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001485,Hydrochlorothiazide Telmisartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001485,Hydrochlorothiazide Telmisartan,pregnancy,Pregnancy category D,drugs_com
drug_001486,Hydrochlorothiazide Triamterene,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001487,Hydrochlorothiazide Valsartan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001487,Hydrochlorothiazide Valsartan,pregnancy,Pregnancy category D,drugs_com
drug_001489,Hydrocodone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001490,Hydrocodone Ibuprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001494,Hydromorphone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001496,Hydroxyurea,pregnancy,Pregnancy category D,drugs_com
drug_001497,Hydroxyzine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001500,Hyolev Mb,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001501,Hyophen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001502,Hyoscyamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001503,Hyoscyamine Methenamine Methylene Blue Phenyl Salicylate Sodium Biphosphate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001504,Hyoscyamine Methenamine Methylene Blue Sodium Biphosphate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001506,Hysingla Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001507,Hytrin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001509,Hyzaar,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001509,Hyzaar,pregnancy,Pregnancy category D,drugs_com
drug_001512,Ibu 200,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001513,Ibuprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001514,Ibuprofen Phenylephrine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001514,Ibuprofen Phenylephrine,pregnancy,Pregnancy category D,drugs_com
drug_001515,Ibuprofen Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001520,Ifex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001520,Ifex,pregnancy,Pregnancy category D,drugs_com
drug_001521,Ifosfamide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001521,Ifosfamide,pregnancy,Pregnancy category D,drugs_com
drug_001522,Iloperidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001525,Imipramine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001529,Imodium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001530,Imodium A D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001532,Imuran,pregnancy,Pregnancy category D,drugs_com
drug_001536,Indapamide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001537,Inderal La,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001538,Indocin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001539,Indocin Sr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001540,Indomethacin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001541,Infant S Tylenol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001544,Infumorph,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001545,Innopran Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001549,Inspra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001550,Insulin Aspart,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001551,Insulin Aspart Insulin Aspart Protamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001552,Insulin Degludec,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001553,Insulin Degludec Liraglutide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001554,Insulin Detemir,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001555,Insulin Glargine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001556,Insulin Glargine Lixisenatide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001557,Insulin Glulisine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001558,Insulin Inhalation Rapid Acting,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001559,Insulin Isophane,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001560,Insulin Isophane Insulin Regular,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001561,Insulin Lispro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001562,Insulin Lispro Insulin Lispro Protamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001563,Insulin Regular,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001567,Intuniv,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001569,Invega,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001570,Invega Hafyera,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001571,Invega Sustenna,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001572,Invega Trinza,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001574,Invokamet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001575,Invokamet Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001576,Invokana,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001581,Irbesartan,pregnancy,Pregnancy category D,drugs_com
drug_001582,Irenka,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001585,Isocarboxazid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001591,Isotretinoin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001591,Isotretinoin,pregnancy,Pregnancy category X,drugs_com
drug_001595,Ivermectin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001598,Janumet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001599,Janumet Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001600,Januvia,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001601,Jardiance,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001602,Jasmiel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001602,Jasmiel,pregnancy,Pregnancy category X,drugs_com
drug_001603,Jentadueto,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001604,Jentadueto Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001605,Jornay Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001606,Jr Tylenol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001609,Juxtapid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001609,Juxtapid,pregnancy,Pregnancy category X,drugs_com
drug_001610,Kadian,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001615,Kapspargo Sprinkle,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001616,Kapvay,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001617,Karbinal Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001619,Kazano,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001624,Keppra,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001625,Keppra Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001627,Ketamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001628,Ketoprofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001629,Ketorolac,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001632,Kombiglyze Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001637,Labetalol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001638,Lacosamide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001640,Lamictal,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001641,Lamictal Cd,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001642,Lamictal Odt,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001647,Lamotrigine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001650,Lantus,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001651,Lantus Solostar,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001653,Lasix,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001655,Latuda,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001658,Leflunomide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001658,Leflunomide,pregnancy,Pregnancy category X,drugs_com
drug_001659,Legatrin Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001660,Lemborexant,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001662,Lescol Xl,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001662,Lescol Xl,pregnancy,Pregnancy category X,drugs_com
drug_001663,Leukeran,pregnancy,Pregnancy category D,drugs_com
drug_001665,Levamlodipine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001667,Levemir,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001668,Levetiracetam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001670,Levocetirizine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001672,Levomilnacipran,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001673,Levorphanol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001676,Lexapro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001688,Linagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001689,Linagliptin Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001692,Lipitor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001692,Lipitor,pregnancy,Pregnancy category X,drugs_com
drug_001695,Liraglutide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001696,Lisdexamfetamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001697,Lisinopril,pregnancy,Pregnancy category D,drugs_com
drug_001698,Lithium,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001698,Lithium,pregnancy,Pregnancy category D,drugs_com
drug_001699,Lithobid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001699,Lithobid,pregnancy,Pregnancy category D,drugs_com
drug_001700,Lithostat,pregnancy,Pregnancy category X,drugs_com
drug_001701,Livalo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001701,Livalo,pregnancy,Pregnancy category X,drugs_com
drug_001702,Lixisenatide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001705,Lo Zumandimine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001705,Lo Zumandimine,pregnancy,Pregnancy category X,drugs_com
drug_001708,Lodrane D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001709,Lofena,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001709,Lofena,pregnancy,Pregnancy category D,drugs_com
drug_001710,Lohist D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001712,Lomaira,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001712,Lomaira,pregnancy,Pregnancy category X,drugs_com
drug_001713,Lomitapide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001713,Lomitapide,pregnancy,Pregnancy category X,drugs_com
drug_001714,Lomotil,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001715,Loperamide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001718,Lopressor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001719,Lopressor Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001724,Lorazepam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001724,Lorazepam,pregnancy,Pregnancy category D,drugs_com
drug_001725,Lorazepam Intensol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001725,Lorazepam Intensol,pregnancy,Pregnancy category D,drugs_com
drug_001726,Loreev Xr,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001726,Loreev Xr,pregnancy,Pregnancy category D,drugs_com
drug_001727,Lortuss Ex,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001728,Loryna,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001728,Loryna,pregnancy,Pregnancy category X,drugs_com
drug_001729,Losartan,pregnancy,Pregnancy category D,drugs_com
drug_001730,Lotensin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001730,Lotensin,pregnancy,Pregnancy category D,drugs_com
drug_001731,Lotensin Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001731,Lotensin Hct,pregnancy,Pregnancy category D,drugs_com
drug_001732,Lotrel,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001732,Lotrel,pregnancy,Pregnancy category D,drugs_com
drug_001733,Lovastatin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001733,Lovastatin,pregnancy,Pregnancy category X,drugs_com
drug_001735,Loxapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001737,Lumateperone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001738,Lunesta,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001739,Lurasidone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001740,Lybalvi,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001742,Lypqozet,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001742,Lypqozet,pregnancy,Pregnancy category X,drugs_com
drug_001743,Lyumjev,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001744,M End Pe,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001745,M Pap,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001752,Magnesium Salicylate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001753,Mapap,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001754,Mapap Arthritis Pain,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001756,Marplan,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001762,Maxzide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001763,Maxzide 25,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001765,Meclofenamate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001769,Medicidin D,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001776,Mefenamic Acid,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001777,Meloxicam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001779,Menest,pregnancy,Pregnancy category X,drugs_com
drug_001783,Meperidine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001784,Meperitab,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001786,Meprobamate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001787,Mercaptopurine,pregnancy,Pregnancy category D,drugs_com
drug_001790,Metadate Cd,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001793,Metformin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001794,Metformin Pioglitazone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001795,Metformin Saxagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001796,Metformin Sitagliptin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001797,Methadone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001798,Methadone Diskets,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001799,Methadose,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001800,Methamphetamine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001803,Methotrexate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001803,Methotrexate,pregnancy,Pregnancy category X,drugs_com
drug_001804,Methoxsalen,pregnancy,Pregnancy category D,drugs_com
drug_001805,Methsuximide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001810,Methylin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001811,Methylin Er,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001812,Methylphenidate,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001815,Metoclopramide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001816,Metolazone,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001817,Metoprolol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001818,Metronidazole,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001822,Micardis,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001822,Micardis,pregnancy,Pregnancy category D,drugs_com
drug_001823,Micardis Hct,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001823,Micardis Hct,pregnancy,Pregnancy category D,drugs_com
drug_001824,Microzide,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001825,Midamor,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001826,Midazolam,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001826,Midazolam,pregnancy,Pregnancy category D,drugs_com
drug_001827,Midol Ib,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001828,Midol Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001829,Migergot,pregnancy,Pregnancy category X,drugs_com
drug_001830,Miglitol,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001831,Migraine Relief,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001832,Migranal,pregnancy,Pregnancy category X,drugs_com
drug_001837,Minipress,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001838,Minitran,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001839,Minocin,pregnancy,Pregnancy category D,drugs_com
drug_001840,Minocycline,pregnancy,Pregnancy category D,drugs_com
drug_001841,Minolira,pregnancy,Pregnancy category D,drugs_com
drug_001847,Mirtazapine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001848,Mitigo,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001850,Mobic,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001853,Moexipril,pregnancy,Pregnancy category D,drugs_com
drug_001856,Mometasone Olopatadine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001857,Mono Linyah,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001857,Mono Linyah,pregnancy,Pregnancy category X,drugs_com
drug_001858,Monodox,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001858,Monodox,pregnancy,Pregnancy category D,drugs_com
drug_001861,Morgidox,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001861,Morgidox,pregnancy,Pregnancy category D,drugs_com
drug_001862,Morphine,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001863,Motofen,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001864,Motrin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001865,Motrin Childrens,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001866,Motrin Ib,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001867,Motrin Junior Strength,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001868,Motrin Pm,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001869,Mounjaro,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001872,Ms Contin,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001873,Mst,concurrent alcohol use,Alcohol interaction flag,drugs_com
drug_001876,Mucinex Children S Cold Cough And Sore Throat,concurrent alcohol use,Alcohol interaction flag,drugs_com
